bn:00113968a	yellow|黄
bn:00104581a	chaste|贞洁 flawless|无疵 spotless|洁
bn:00098594a	PropertyValue|特性值 part|部件 BodyFluid|体液 red|红 AnimalHuman|动物 AppearanceValue|外观值
bn:00102595a	dangerous|危 FormChange|形变 chemical|化学物
bn:00105760a	time|时间 future|将来 late|迟 ish|稍
bn:00100784a	expect|期望
bn:00108683a	joyful|喜悦 satisfied|满意
bn:00097750a	brave|勇
bn:00103082a	PropertyValue|特性值 stone|土石
bn:00106151a	TimeLong|长时间
bn:00110830a	white|白
bn:00096294a	able|能 urge|促使 disgust|厌恶
bn:00109736a	respect|敬佩
bn:00100202a	concise|扼要
bn:00102888a	female|女 feminine|与女性相关 PatternValue|样式值
bn:00101978a	easy|易
bn:00105546a	RelatingToCountry|与特定国家相关 Jordan|约旦
bn:00100581a	jealous|妒忌 acquisitive|贪心 admire|羡慕
bn:00107973a	collective|集体的
bn:00096180a	PerformanceValue|性能值 grind|研磨
bn:00099598a	important|重要 primary|主
bn:00098116a	LowVoice|低声
bn:00098684a	bony|瘦
bn:00104251a	family|家庭 place|地方
bn:00097780a	auspicious|吉祥 happy|幸福 fortunate|好运
bn:00096798a	wholly|全面
bn:00108287a	temporary|临时
bn:00099331a	careless|粗心 informal|非正式
bn:00109747a	uneasy|不安
bn:00096907a	unselfish|无私
bn:00104941a	human|人 RelatingToCountry|与特定国家相关 India|印度
bn:00097578a	SexValue|性别值
bn:00110837a	clearheaded|清醒
bn:00100325a	accordant|一致
bn:00113532a	polished|光 fine|纤 soft|软
bn:00107825a	connect|连接 computer|电脑 PerformanceValue|性能值 internet|因特网
bn:00099567a	FeelingByBad|坏情 stuffy|闷 sad|忧愁 joyful|喜悦 neg|否
bn:00102495a	surpass|强过 extraordinary|不凡
bn:00109425a	rash|莽 PropertyValue|特性值 OwnNot|无 aspiration|意愿
bn:00099564a	joyful|喜悦 BehaviorValue|举止值
bn:00104553a	unqualified|不合格 regulation|规矩 language|语言
bn:00106995a	many|多
bn:00110247a	secondary|次
bn:00101146a	need|需求
bn:00104680a	important|重要
bn:00096446a	proper|当 sufficient|足 equal|相等
bn:00108910a	precious|珍 expensive|贵 commerce|商业
bn:00107936a	knowledge|知识 lights|光
bn:00101251a	disheartened|灰心 upset|烦恼 disappointed|失望 sorrowful|悲哀
bn:00113699a	warm|温 ardent|热情
bn:00106649a	metal|金属
bn:00108913a	correct|正确 accurate|精确
bn:00100687a	horizontal|横
bn:00109059a	produce|制造 able|能 reproduce|生殖 many|多 create|创造
bn:00100716a	important|重要
bn:00110842a	group|群体
bn:00104051a	serious|严重 BehaviorValue|举止值 heavy|重 GreaterThanNormal|高于正常
bn:00102052a	effortless|不费力 lazy|懒
bn:00096444a	part|部件 physiology|生理学
bn:00111389a	AttachmentValue|归属值 depend|依靠
bn:00097753a	experience|感受 listen|听
bn:00104867a	difficult|难 perception|感知 unable|庸
bn:00098477a	queer|怪 FormValue|形状值 eccentric|僻 biased|不公正
bn:00110113a	polished|光
bn:00104801a	unable|庸 unqualified|不合格
bn:00099785a	chaste|贞洁 honest|诚实 spotless|洁
bn:00111680a	sorrowful|悲哀
bn:00096354a	peppery|辣 TasteStrong|味浓
bn:00100915a	black|黑 dark|暗
bn:00101249a	wicked|歹 able|能 revenge|报复
bn:00097208a	backward|反向 treacherous|逆 oppose|反对
bn:00098332a	AttachmentValue|归属值 plant|植物 FrequencyValue|频度值
bn:00109742a	careful|细心
bn:00104094a	useful|有用 advantageous|有利
bn:00101286a	progressive|先进
bn:00099762a	fair|公正
bn:00098593a	fierce|暴
bn:00103205a	foreign|外国 place|地方 country|国家 politics|政 location|位置 external|外 alien|外来
bn:00105497a	able|能 urge|促使
bn:00112563a	blurred|浑 vague|含混
bn:00101177a	TasteStrong|味浓 concentrated|稠 dense|密 exuberant|茂 NotLight|浓 able|能 exempt|免除 leak|漏出 BehaviorValue|举止值 LowVoice|低声 strong|强
bn:00101354a	different|异
bn:00098543a	overt|公开 hot|热 very|很 bright|明 Vgoingon|进展 lucid|清晰 grand|壮观 shameless|没羞
bn:00108621a	earnest|诚心 religion|宗教
bn:00109827a	music|音乐 regular|定期 Frequency|频度
bn:00096193a	disappear|消失 insufficient|不足
bn:00099994a	fierce|暴 indifferent|冷漠
bn:00101144a	luxurious|豪华 extravagant|奢 magnificent|灿烂 CoveringValue|外表值 rich|富 grand|壮观 fantastic|非常好 great|伟
bn:00103546a	knowledge|知识 language|语言 thing|万物
bn:00104134a	alien|外来 various|多种
bn:00113538a	RelatingToCountry|与特定国家相关 Venezuela|委内瑞拉
bn:00096584a	FondOf|喜欢 understand|领会
bn:00104078a	language|语言 ProperName|专
bn:00102379a	changeable|易变 metal|金属 chemistry|化学
bn:00112025a	fierce|暴 difficult|难 sturdy|健壮 resolute|坚决
bn:00108823a	positive|正面
bn:00106270a	RelatingToCountry|与特定国家相关 Portugal|葡萄牙
bn:00100312a	regressive|落后 stiff|呆
bn:00100318a	constant|恒定 accordant|一致
bn:00098578a	AppearanceValue|外观值 human|人 yellow|黄 part|部件 hair|毛
bn:00102015a	acquisitive|贪心 eat|吃
bn:00106116a	symbol|符号 Quantity|数量 math|数学
bn:00098872a	bright|明 magnificent|灿烂
bn:00102766a	information|信息 RegardAs|当作 Content|内容 true|真 thinking|思想
bn:00103678a	BeWell|健壮 HighQuality|优质 able|能 advantageous|有利 Health|健康
bn:00111685a	PropertyValue|特性值 BaseOn|基于 knowledge|知识
bn:00096583a	knowledge|知识 entertainment|艺 beautiful|美
bn:00110922a	able|能
bn:00111630a	GreaterThanNormal|高于正常 HighRank|高等 StatureTall|身高 high|高
bn:00113455a	useful|有用 advantageous|有利
bn:00096151a	able|能 mediocre|可 possible|会 BeAble|能够 FuncWord|功能词 Vable|有能力
bn:00108255a	HealthValue|健康值 disease|疾病 mad|疯痴
bn:00108339a	miserable|悲惨 able|能 urge|促使 pity|怜悯
bn:00101493a	cautious|慎
bn:00104666a	rash|莽 BadTemper|坏脾气
bn:00108758a	affairs|事务 place|地方 country|国家 politics|政
bn:00098007a	gentle|柔 warm|温 soft|软
bn:00106855a	part|部件 chemistry|化学 physical|物质
bn:00104385a	human|人
bn:00099896a	WeatherFine|好天
bn:00109131a	predict|预料
bn:00111005a	specific|特定
bn:00108680a	joyful|喜悦
bn:00107994a	medical|医
bn:00097488a	PayAttention|注意 Circumstances|境况 dangerous|危
bn:00105828a	RelatingToCountry|与特定国家相关 Lebanon|黎巴嫩
bn:00098180a	ill|病态 TimeLong|长时间
bn:00111263a	direct|直接 frank|直率 straight|直
bn:00105999a	few|少 nonextensive|狭
bn:00113808a	location|位置 west|西
bn:00104919a	unreasonable|不合理 NotSensible|不讲理 fierce|暴
bn:00105853a	extraordinary|不凡
bn:00104589a	young|青年 child|少儿 AgeYounger|龄小 unripe|未成熟
bn:00109011a	important|重要 primary|主 elementary|初等
bn:00106803a	blurred|浑 CloudMist|云雾
bn:00106903a	PropertyValue|特性值 sound|声 single|单 language|语言
bn:00099928a	coarse|糙
bn:00106127a	resolute|坚决 durable|牢 able|能
bn:00103535a	gentle|柔 gracious|雅
bn:00099532a	special|特别 Property|特性
bn:00103933a	happy|幸福 joyful|喜悦
bn:00100345a	human|人 Occupation|职位 diplomatic|外交 politics|政 official|官
bn:00100148a	complicated|繁
bn:00099602a	naif|不精明 BehaviorValue|举止值
bn:00100766a	cumbersome|不好用
bn:00099258a	important|重要 necessary|必要
bn:00111382a	location|位置 waters|水域 beneath|下
bn:00103064a	boring|乏 level|平
bn:00110031a	community|团体 religion|宗教
bn:00112032a	poisonous|有毒
bn:00099802a	lucid|清晰
bn:00102965a	dirty|龊 stinky|臭 disgust|厌恶
bn:00111460a	valueless|无价值 unimportant|不重要
bn:00104854a	difficult|难 understand|领会
bn:00102996a	able|能 withstand|抗住 fire|火
bn:00097726a	careful|细心 PayAttention|注意 attentive|专注 look|看
bn:00099858a	intimate|亲密 near|近
bn:00100709a	crowded|挤
bn:00109068a	permanent|永久性 Occupation|职位
bn:00103218a	easy|易 forget|忘记
bn:00105300a	IntimacyValue|亲疏值
bn:00100534a	international|国际
bn:00109496a	possible|会 fulfil|实现 palpable|有形 true|真
bn:00102509a	able|能 excite|感动 CauseToDo|使动 excited|激动
bn:00109662a	earnest|诚心 community|团体 religion|宗教
bn:00113632a	abstract|抽象 fake|伪
bn:00098408a	knowledge|知识 animate|生物 biology|生物学 chemistry|化学
bn:00100370a	BeNear|靠近
bn:00101595a	far|远 distant|疏远
bn:00108518a	medicine|药物
bn:00112161a	faithful|忠 honest|诚实
bn:00102993a	RelatingToCountry|与特定国家相关 Finland|芬兰
bn:00100539a	RelatingToCountry|与特定国家相关 Costa_Rica|哥斯达黎加
bn:00103543a	knowledge|知识 earth|大地
bn:00109738a	polite|有礼
bn:00096217a	wrong|误
bn:00105326a	endure|忍耐 difficult|难 undergo|经受
bn:00108759a	affairs|事务 place|地方 country|国家 politics|政
bn:00111824a	thick|厚 widediameter|粗
bn:00096604a	positive|正面
bn:00106321a	Performance|性能 physics|物理 physical|物质 attract|吸引 metal|金属
bn:00097537a	sly|狡
bn:00097803a	Pattern|样式 text|语文
bn:00110829a	CircumstancesValue|境况值
bn:00098102a	PropertyValue|特性值
bn:00107706a	lucid|清晰
bn:00098164a	fierce|暴
bn:00097148a	FrequencyValue|频度值 time|时间 year|年 single|单
bn:00103925a	convenient|便 wieldy|好用
bn:00111085a	honest|诚实 righteous|正义 fair|公正 straight|直 frank|直率
bn:00107083a	disease|疾病 part|部件 eye|眼 AnimalHuman|动物
bn:00099145a	AtEase|安心 calm|镇静 composed|沉着
bn:00108482a	vertical|纵 upright|正 straight|直
bn:00104239a	empty|空 insubstantial|空洞
bn:00099110a	chemical|化学物
bn:00097652a	method|方法 guess|猜测 Fate|命运
bn:00104781a	improper|不当
bn:00107145a	native|本土
bn:00098982a	human|人 Buddhism|佛教 religion|宗教
bn:00100488a	fat|胖
bn:00096658a	collective|集体的 ComeTogether|集聚 extensive|泛
bn:00104250a	HighRank|高等 benevolent|仁
bn:00100081a	affairs|事务 buy|买 sell|卖 commerce|商业 AttachmentValue|归属值
bn:00097962a	knowledge|知识 bacteria|微生物 biology|生物学
bn:00107989a	orthodox|正统
bn:00101121a	refined|精
bn:00104076a	FrequencyValue|频度值 time|时间 week|周 single|单
bn:00106724a	affairs|事务 military|军 RoleValue|功用值
bn:00097106a	RelatingToCountry|与特定国家相关 Angola|安哥拉
bn:00106251a	fortunate|好运 auspicious|吉祥
bn:00097879a	understand|领会 know|知道 intentional|特意 PayAttention|注意
bn:00097505a	PackingValue|外包装值 military|军
bn:00109410a	withstand|抗住 water|水
bn:00098040a	fierce|暴 gracious|雅 neg|否 unscholarly|没学问 desolate|荒 wild|野生
bn:00110970a	GreaterThanNormal|高于正常 most|最 HighRank|高等 able|能 surpass|强过
bn:00108916a	ripe|成熟 early|早
bn:00102758a	familiar|熟悉
bn:00101603a	extraordinary|不凡
bn:00111567a	benevolent|仁 pity|怜悯
bn:00100415a	convenient|便
bn:00098091a	despicable|卑劣 miser|吝
bn:00099640a	BadTemper|坏脾气
bn:00107939a	able|能 choose|选择 PropertyValue|特性值 free|自由
bn:00101950a	stone|土石
bn:00100222a	shape|物形 pointed|尖
bn:00097350a	lucid|清晰 unsightly|难看
bn:00110772a	slow|慢
bn:00103251a	InFront|前 forward|正向
bn:00103758a	dignified|神气 austere|冷峻 stately|庄 earnest|诚心 calm|镇静
bn:00113923a	PropertyValue|特性值 wood|木
bn:00104154a	ugly|丑 fear|害怕
bn:00102273a	part|部件 viscera|脏 physiology|生理学 AnimalHuman|动物 digest|消化
bn:00102082a	select|选拔
bn:00110404a	excite|感动
bn:00109196a	mental|精神
bn:00099493a	RelatingToCountry|与特定国家相关 Chad|乍得
bn:00100914a	green|绿 PropertyValue|特性值
bn:00111312a	over|超 powerful|有威力 strong|强 sturdy|健壮
bn:00100875a	FrequencyValue|频度值 time|时间 day|日
bn:00100503a	alike|似 accordant|一致 relevant|相关
bn:00107874a	knowledge|知识
bn:00097107a	angry|生气 EmotionalityValue|感情特性值
bn:00111439a	time|时间 summer|夏
bn:00100787a	curved|弯
bn:00101666a	resolute|坚决 stubborn|倔强
bn:00096293a	accurate|精确 true|真
bn:00097924a	blue|蓝
bn:00104052a	BehaviorValue|举止值 heavy|重 GreaterThanNormal|高于正常 strong|强 big|大
bn:00105163a	acquisitive|贪心 unsatisfied|不满 extreme|极
bn:00111226a	miser|吝 poor|穷 thrifty|俭
bn:00101149a	fair|公正
bn:00107249a	knowledge|知识 mental|精神
bn:00107930a	BeOpposite|对立 backward|反向
bn:00100359a	simultaneous|同步 time|时间
bn:00099973a	durable|牢
bn:00103104a	uneasy|不安 absentminded|心不在焉 timid|怯
bn:00102818a	estimate|评估
bn:00103693a	inferior|劣质
bn:00103938a	hard|硬 strong|强
bn:00109438a	fast|快 effortless|不费力
bn:00110397a	part|部件 hot|热 TimeLong|长时间 earth|大地
bn:00108978a	present|现在 time|时间 specific|特定
bn:00098082a	poor|穷 lack|缺少 barren|瘠
bn:00111862a	amiable|友善 happy|幸福 careful|细心
bn:00104695a	able|能 defeat|战胜 impossible|不会 withstand|抗住 attack|攻打 sturdy|健壮 TasteStrong|味浓 strong|强 safe|安 steady|稳固
bn:00110649a	easy|易 simple|简 pure|纯
bn:00097969a	OutOfOrder|坏掉
bn:00103058a	level|平 balanced|均衡 double|复 neat|齐 symmetrical|匀称
bn:00102310a	PropertyValue|特性值 medical|医 infect|传染
bn:00100661a	useless|无用
bn:00099131a	colored|彩 mixed|杂
bn:00097710a	despicable|卑劣
bn:00103344a	amiable|友善 intimate|亲密 harmonious|和谐
bn:00107787a	used|旧 unfashionable|背令 TimeLong|长时间 past|过去
bn:00103373a	sloppy|邋遢
bn:00100255a	profound|深奥
bn:00110446a	austere|冷峻
bn:00105550a	joyful|喜悦 able|能 urge|促使
bn:00100752a	cubic|体
bn:00101742a	doubt|怀疑
bn:00099257a	part|部件 heart|心 physiology|生理学 viscera|脏 AnimalHuman|动物 circulate|循环
bn:00098663a	RelatingToCountry|与特定国家相关 Bolivia|玻利维亚
bn:00113959a	immoral|不道德 wrong|误 vicious|罪恶
bn:00100980a	loud|高声
bn:00105016a	biased|不公正 unrighteous|非正义
bn:00101187a	faithful|忠 reliable|可靠 earnest|诚心
bn:00107598a	location|位置 north|北
bn:00100376a	earth|大地 PropertyValue|特性值 land|陆地
bn:00110625a	quiet|静 silent|无声
bn:00103931a	miserable|悲惨 able|能 urge|促使 pity|怜悯 sorrowful|悲哀 inferior|劣质 negligible|渺 poor|穷 few|少 crude|陋 misfortunate|倒霉
bn:00112497a	unintentional|无意 dizzy|昏迷
bn:00102409a	RelatingToCountry|与特定国家相关 Estonia|爱沙尼亚
bn:00102630a	perish|灭亡 function|活动 neg|否
bn:00098435a	FormValue|形状值 part|部件 leg|腿 human|人
bn:00106422a	waters|水域 planar|面 location|位置
bn:00098524a	spotless|洁 Content|内容 pure|纯 white|白
bn:00103675a	honest|诚实 righteous|正义 fair|公正 HighQuality|优质 benevolent|仁 able|能 urge|促使 noble|高尚
bn:00104880a	wrong|误
bn:00105064a	extensive|泛 interrupted|间断 neg|否 many|多
bn:00111415a	sudden|骤然 impossible|不会 predict|预料 fast|快 rash|莽
bn:00111684a	PropertyValue|特性值 BaseOn|基于 knowledge|知识 use|利用 handle|处理 problem|问题 concrete|具体
bn:00112501a	disobey|违背 law|律法
bn:00108280a	narrowminded|心胸狭窄
bn:00109441a	rarely|偶尔 few|少
bn:00105499a	SelfMove|自移 flow|流
bn:00099669a	steady|稳固
bn:00096664a	nimble|捷 flexible|活 fast|快 dexterous|巧
bn:00106554a	knowledge|知识 fact|事情 doctor|医治 medical|医 RoleValue|功用值 affairs|事务
bn:00096290a	gather|采集
bn:00113815a	location|位置 west|西 foreign|外国
bn:00110271a	safe|安 steady|稳固
bn:00111911a	place|地方 provincial|省 China|中国 ProperName|专
bn:00111001a	specific|特定
bn:00102417a	Morality|道德 human|人
bn:00106857a	important|重要
bn:00110889a	substantial|充实
bn:00108806a	fashionable|时髦 flourishing|兴 undergo|经受 welcome|欢迎 popular|通俗 famous|著名
bn:00103391a	full|满 many|多 CauseToExist|使存现 fat|胖 dense|密
bn:00105004a	LowEffective|效果差 ineffective|无效果 useless|无用
bn:00105442a	irrelevant|不相关 unattached|散 improper|不当
bn:00100362a	despicable|卑劣
bn:00096987a	unformed|不成形
bn:00102523a	conduct|实施
bn:00097752a	listen|听
bn:00099733a	military|军
bn:00102337a	location|位置 earth|大地
bn:00101202a	miserable|悲惨 sorrowful|悲哀
bn:00100664a	easy|易 crisp|脆
bn:00110947a	sour|酸 Taste|味道
bn:00105516a	RelatingToCountry|与特定国家相关 Japan|日本
bn:00105619a	benevolent|仁 amiable|友善 happy|幸福
bn:00107585a	RelatingToCountry|与特定国家相关 Europe|欧洲
bn:00104485a	cold|冷 indifferent|冷漠
bn:00109142a	protect|保护
bn:00099351a	SpeedUp|加快 industrial|工
bn:00099536a	PropertyValue|特性值
bn:00097891a	despicable|卑劣 aspiration|意愿 wicked|歹 able|能 urge|促使 fear|害怕 disgust|厌恶 express|表示 surprise|惊奇
bn:00101318a	language|语言 place|地方
bn:00104969a	lucid|清晰 neg|否 dark|暗
bn:00105755a	time|时间 future|将来
bn:00111721a	gentle|柔
bn:00109248a	guiltless|无罪 guilty|有罪 neg|否 BestQuality|最佳 pure|纯 spotless|洁
bn:00108830a	possible|会
bn:00104786a	absentminded|心不在焉 FeelingByBad|坏情 careless|粗心
bn:00108247a	simultaneous|同步
bn:00106488a	knowledge|知识 math|数学
bn:00113633a	benevolent|仁 faithful|忠 moral|有道德
bn:00098586a	BehaviorValue|举止值
bn:00102093a	PerformanceValue|性能值 CauseToDo|使动 electricity|电
bn:00110056a	suitable|适宜 commerce|商业 sell|卖
bn:00110888a	hard|硬
bn:00098210a	RelatingToCountry|与特定国家相关 Byelorussia|白俄罗斯
bn:00113515a	physiology|生理学
bn:00096507a	clever|灵 able|能
bn:00097351a	shallow|浅 lucid|清晰
bn:00106307a	AttachmentValue|归属值
bn:00106358a	wicked|歹
bn:00107224a	RelatingToCountry|与特定国家相关 Nepal|尼泊尔
